,Alternates,BlockIDs,Condition,Correct,EndTime,ExperimentVersion,HIT,Iteration,Number,OptionOrder,OptionResources,OptionTexts,PageID,PageResources,PageText,PageType,Permutation,Segment,SelectedID,SelectedPosition,SelectedText,StartTime,TrialNumber,UniqueID,Version,Violates,Wordbank,WorkerID,ReactionTime
4126,,"[u'485', u'484']",voice,[True],1427999032605,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,"[u'singular', u'singular']","[u'20', u'21']","[[], []]","[u'milod', u'bupfud']",23,[u'static/images/stim/snake.png'],Which word is represented by this picture?,Lexical,1,,[u'20'],[0],[u'milod'],1427999029150,138,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,"[u'words1', u'words1']",A35RGUQZRI1Q3M,3455
4127,,"[u'485', u'484']",,,1427999033050,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,,,,22,[u'static/images/stim/snake.png'],milod means:,,1,,,,,1427999032611,139,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,,A35RGUQZRI1Q3M,439
4128,,"[u'485', u'484']",nasal,[True],1427999034773,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,"[u'singular', u'plural']","[u'260', u'261']","[[], []]","[u'nangung', u'nangumfa']",263,[u'static/images/stim/fox.png'],Which word is represented by this picture?,Number,1,,[u'260'],[0],[u'nangung'],1427999033056,140,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,"[u'words2', u'words2']",A35RGUQZRI1Q3M,1717
4129,,"[u'485', u'484']",,,1427999034965,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,,,,262,[u'static/images/stim/fox.png'],nangung means: ,,1,,,,,1427999034778,141,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,,A35RGUQZRI1Q3M,187
4130,,"[u'485', u'484']",both,[True],1427999036358,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,"[u'plural', u'singular']","[u'425', u'424']","[[], []]","[u'pufsitfa', u'pufsit']",427,[u'static/images/stim/ant.png'],Which word is represented by this picture?,Number,1,,[u'424'],[1],[u'pufsit'],1427999034970,142,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,"[u'common_words', u'common_words']",A35RGUQZRI1Q3M,1388
4131,,"[u'485', u'484']",,,1427999036583,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,,,,426,[u'static/images/stim/ant.png'],pufsit means: ,,1,,,,,1427999036373,143,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,,A35RGUQZRI1Q3M,210
4132,,"[u'485', u'484']",both,[True],1427999038162,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,"[u'singular', u'plural']","[u'432', u'433']","[[], []]","[u'teldus', u'teldusfa']",435,[u'static/images/stim/hippopotamus.png'],Which word is represented by this picture?,Number,1,,[u'432'],[0],[u'teldus'],1427999036590,144,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,"[u'common_words', u'common_words']",A35RGUQZRI1Q3M,1572
4133,,"[u'485', u'484']",,,1427999038344,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,,,,434,[u'static/images/stim/hippopotamus.png'],teldus means: ,,1,,,,,1427999038168,145,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,,A35RGUQZRI1Q3M,176
4134,,"[u'485', u'484']",nasal,[True],1427999040348,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,"[u'singular', u'plural']","[u'357', u'356']","[[], []]","[u'buspang', u'buspamfa']",359,[u'static/images/stim/tomato-pl.png'],Which word is represented by this picture?,Number,1,,[u'356'],[1],[u'buspamfa'],1427999038349,146,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,"[u'words2', u'words2']",A35RGUQZRI1Q3M,1999
4135,,"[u'485', u'484']",,,1427999040587,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,,,,358,[u'static/images/stim/tomato-pl.png'],buspamfa means: ,,1,,,,,1427999040354,147,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,,A35RGUQZRI1Q3M,233
4136,,"[u'485', u'484']",both,[True],1427999042851,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,"[u'plural', u'singular']","[u'429', u'428']","[[], []]","[u'fongemfa', u'fongem']",431,[u'static/images/stim/house.png'],Which word is represented by this picture?,Number,1,,[u'428'],[1],[u'fongem'],1427999040593,148,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,"[u'common_words', u'common_words']",A35RGUQZRI1Q3M,2258
4137,,"[u'485', u'484']",,,1427999043092,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,,,,430,[u'static/images/stim/house.png'],fongem means: ,,1,,,,,1427999042858,149,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,,A35RGUQZRI1Q3M,234
4138,,"[u'485', u'484']",both,[True],1427999044711,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,"[u'singular', u'singular']","[u'409', u'408']","[[], []]","[u'labap', u'fongem']",411,[u'static/images/stim/house.png'],Which word is represented by this picture?,Lexical,1,,[u'408'],[1],[u'fongem'],1427999043096,150,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,"[u'common_words', u'common_words']",A35RGUQZRI1Q3M,1615
4139,,"[u'485', u'484']",,,1427999044993,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,,,,410,[u'static/images/stim/house.png'],fongem means:,,1,,,,,1427999044719,151,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,,A35RGUQZRI1Q3M,274
4140,,"[u'485', u'484']",nasal,[True],1427999046931,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,"[u'singular', u'plural']","[u'268', u'269']","[[], []]","[u'demding', u'demdimfa']",271,[u'static/images/stim/notebook.png'],Which word is represented by this picture?,Number,1,,[u'268'],[0],[u'demding'],1427999044998,152,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,"[u'words2', u'words2']",A35RGUQZRI1Q3M,1933
4141,,"[u'485', u'484']",,,1427999047521,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,,,,270,[u'static/images/stim/notebook.png'],demding means: ,,1,,,,,1427999046939,153,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,,A35RGUQZRI1Q3M,582
4142,,"[u'485', u'484']",nasal,[True],1427999050171,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,"[u'plural', u'plural']","[u'317', u'316']","[[], []]","[u'sumemfa', u'buspamfa']",319,[u'static/images/stim/tomato-pl.png'],Which word is represented by this picture?,Lexical,1,,[u'316'],[1],[u'buspamfa'],1427999047526,154,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,"[u'words2', u'words2']",A35RGUQZRI1Q3M,2645
4143,,"[u'485', u'484']",,,1427999050500,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,,,,318,[u'static/images/stim/tomato-pl.png'],buspamfa means:,,1,,,,,1427999050184,155,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,,A35RGUQZRI1Q3M,316
4144,,"[u'485', u'484']",nasal,[True],1427999053700,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,"[u'plural', u'plural']","[u'305', u'304']","[[], []]","[u'buspamfa', u'fangumfa']",307,[u'static/images/stim/sheep-pl.png'],Which word is represented by this picture?,Lexical,1,,[u'304'],[1],[u'fangumfa'],1427999050506,156,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,"[u'words2', u'words2']",A35RGUQZRI1Q3M,3194
4145,,"[u'485', u'484']",,,1427999054117,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,,,,306,[u'static/images/stim/sheep-pl.png'],fangumfa means:,,1,,,,,1427999053708,157,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,,A35RGUQZRI1Q3M,409
4146,,"[u'485', u'484']",voice,[False],1427999056805,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,"[u'singular', u'singular']","[u'36', u'37']","[[], []]","[u'nemab', u'sangod']",39,[u'static/images/stim/unicorn.png'],Which word is represented by this picture?,Lexical,1,,[u'37'],[1],[u'sangod'],1427999054125,158,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,"[u'words1', u'words1']",A35RGUQZRI1Q3M,2680
4147,,"[u'485', u'484']",,,1427999057441,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,,,,38,[u'static/images/stim/unicorn.png'],nemab means:,,1,,,,,1427999056812,159,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,,A35RGUQZRI1Q3M,629
4148,,"[u'485', u'484']",voice,[True],1427999068087,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,"[u'singular', u'singular']","[u'25', u'24']","[[], []]","[u'lispeb', u'sangod']",27,[u'static/images/stim/flower.png'],Which word is represented by this picture?,Lexical,1,,[u'24'],[1],[u'sangod'],1427999057446,160,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,"[u'words1', u'words1']",A35RGUQZRI1Q3M,10641
4149,,"[u'485', u'484']",,,1427999069006,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,,,,26,[u'static/images/stim/flower.png'],sangod means:,,1,,,,,1427999068095,161,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,,A35RGUQZRI1Q3M,911
4150,,[u'645'],,,1427999081515,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,,,,644,[],"In this part of the experiment, you will see pairs of new words.
Based on how each word sounds, decide which one is more likely to belong to the
language you just learned.",,1,,,,,1427999069013,162,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,,A35RGUQZRI1Q3M,12502
4151,,[u'576'],,[None],1427999103984,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'510', u'511']","[[], []]","[u'medfet', u'menfet']",512,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'd', u'n']",[u'510'],[0],[u'medfet'],1427999081519,163,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'voicing', u'place']",,A35RGUQZRI1Q3M,22465
4152,,[u'576'],,[None],1427999105615,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'571', u'570']","[[], []]","[u'detfong', u'desfong']",572,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'', u'']",[u'571'],[0],[u'detfong'],1427999103997,164,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'place', u'voicing']",,A35RGUQZRI1Q3M,1618
4153,,[u'576'],,[None],1427999107025,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'547', u'546']","[[], []]","[u'fobfam', u'fonfam']",548,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'', u'']",[u'547'],[0],[u'fobfam'],1427999105624,165,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'place', u'voicing']",,A35RGUQZRI1Q3M,1401
4154,,[u'576'],,[None],1427999108505,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'568', u'567']","[[], []]","[u'posfup', u'pobfup']",569,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'', u'']",[u'567'],[1],[u'pobfup'],1427999107035,166,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'place', u'voicing']",,A35RGUQZRI1Q3M,1470
4155,,[u'576'],,[None],1427999109562,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'549', u'550']","[[], []]","[u'mutfuf', u'munfuf']",551,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'', u'']",[u'550'],[1],[u'munfuf'],1427999108517,167,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'voicing', u'place']",,A35RGUQZRI1Q3M,1045
4156,,[u'576'],,[None],1427999112116,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'573', u'574']","[[], []]","[u'tangfos', u'tapfos']",575,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'', u'']",[u'574'],[1],[u'tapfos'],1427999109571,168,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'voicing', u'place']",,A35RGUQZRI1Q3M,2545
4157,,[u'576'],,[None],1427999113511,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'531', u'532']","[[], []]","[u'sabfod', u'sangfod']",533,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'b', u'ng']",[u'531'],[0],[u'sabfod'],1427999112126,169,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'voicing', u'place']",,A35RGUQZRI1Q3M,1385
4158,,[u'576'],,[None],1427999115172,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'516', u'517']","[[], []]","[u'nabfep', u'nanfep']",518,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'b', u'n']",[u'517'],[1],[u'nanfep'],1427999113519,170,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'voicing', u'place']",,A35RGUQZRI1Q3M,1653
4159,,[u'576'],,[None],1427999116641,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'501', u'502']","[[], []]","[u'sudfuf', u'sungfuf']",503,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'd', u'ng']",[u'501'],[0],[u'sudfuf'],1427999115192,171,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'voicing', u'place']",,A35RGUQZRI1Q3M,1449
4160,,[u'576'],,[None],1427999118016,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'508', u'507']","[[], []]","[u'mangfas', u'madfas']",509,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'ng', u'd']",[u'507'],[1],[u'madfas'],1427999116647,172,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'place', u'voicing']",,A35RGUQZRI1Q3M,1369
4161,,[u'576'],,[None],1427999119800,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'526', u'525']","[[], []]","[u'pengfuf', u'pebfuf']",527,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'ng', u'b']",[u'525'],[1],[u'pebfuf'],1427999118026,173,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'place', u'voicing']",,A35RGUQZRI1Q3M,1774
4162,,[u'576'],,[None],1427999122575,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'559', u'558']","[[], []]","[u'lelfeng', u'lepfeng']",560,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'', u'']",[u'558'],[1],[u'lepfeng'],1427999119807,174,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'place', u'voicing']",,A35RGUQZRI1Q3M,2768
4163,,[u'576'],,[None],1427999125108,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'540', u'541']","[[], []]","[u'lebfong', u'lenfong']",542,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'b', u'n']",[u'541'],[1],[u'lenfong'],1427999122584,175,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'voicing', u'place']",,A35RGUQZRI1Q3M,2524
4164,,[u'576'],,[None],1427999126833,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'499', u'498']","[[], []]","[u'dinfing', u'didfing']",500,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'n', u'd']",[u'499'],[0],[u'dinfing'],1427999125128,176,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'place', u'voicing']",,A35RGUQZRI1Q3M,1705
4165,,[u'576'],,[None],1427999128317,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'490', u'489']","[[], []]","[u'pingfap', u'pidfap']",491,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'ng', u'd']",[u'489'],[1],[u'pidfap'],1427999126843,177,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'place', u'voicing']",,A35RGUQZRI1Q3M,1474
4166,,[u'576'],,[None],1427999129620,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'544', u'543']","[[], []]","[u'dengfed', u'debfed']",545,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'ng', u'b']",[u'543'],[1],[u'debfed'],1427999128325,178,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'place', u'voicing']",,A35RGUQZRI1Q3M,1295
4167,,[u'576'],,[None],1427999131425,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'486', u'487']","[[], []]","[u'ludfum', u'lunfum']",488,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'd', u'n']",[u'487'],[1],[u'lunfum'],1427999129631,179,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'voicing', u'place']",,A35RGUQZRI1Q3M,1794
4168,,[u'576'],,[None],1427999133160,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'538', u'537']","[[], []]","[u'bongfang', u'bobfang']",539,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'ng', u'b']",[u'537'],[1],[u'bobfang'],1427999131439,180,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'place', u'voicing']",,A35RGUQZRI1Q3M,1721
4169,,[u'576'],,[None],1427999135576,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'522', u'523']","[[], []]","[u'fobfol', u'fonfol']",524,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'b', u'n']",[u'522'],[0],[u'fobfol'],1427999133165,181,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'voicing', u'place']",,A35RGUQZRI1Q3M,2411
4170,,[u'576'],,[None],1427999137122,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'556', u'555']","[[], []]","[u'bilfab', u'bidfab']",557,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'', u'']",[u'556'],[0],[u'bilfab'],1427999135586,182,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'place', u'voicing']",,A35RGUQZRI1Q3M,1536
4171,,[u'576'],,[None],1427999138523,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'553', u'552']","[[], []]","[u'lamfit', u'lasfit']",554,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'', u'']",[u'552'],[1],[u'lasfit'],1427999137130,183,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'place', u'voicing']",,A35RGUQZRI1Q3M,1393
4172,,[u'576'],,[None],1427999139700,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'529', u'528']","[[], []]","[u'bunfan', u'bubfan']",530,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'n', u'b']",[u'529'],[0],[u'bunfan'],1427999138531,184,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'place', u'voicing']",,A35RGUQZRI1Q3M,1169
4173,,[u'576'],,[None],1427999141326,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'514', u'513']","[[], []]","[u'ningfit', u'nidfit']",515,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'ng', u'd']",[u'513'],[1],[u'nidfit'],1427999139711,185,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'place', u'voicing']",,A35RGUQZRI1Q3M,1615
4174,,[u'576'],,[None],1427999142487,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'519', u'520']","[[], []]","[u'tibfim', u'tingfim']",521,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'b', u'ng']",[u'519'],[0],[u'tibfim'],1427999141335,186,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'voicing', u'place']",,A35RGUQZRI1Q3M,1152
4175,,[u'576'],,[None],1427999143364,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'565', u'564']","[[], []]","[u'ningfid', u'nimfid']",566,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'', u'']",[u'564'],[1],[u'nimfid'],1427999142496,187,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'place', u'voicing']",,A35RGUQZRI1Q3M,868
4176,,[u'576'],,[None],1427999144910,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'493', u'492']","[[], []]","[u'tonfob', u'todfob']",494,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'n', u'd']",[u'492'],[1],[u'todfob'],1427999143373,188,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'place', u'voicing']",,A35RGUQZRI1Q3M,1537
4177,,[u'576'],,[None],1427999146406,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'561', u'562']","[[], []]","[u'sulfen', u'sudfen']",563,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'', u'']",[u'562'],[1],[u'sudfen'],1427999144919,189,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'voicing', u'place']",,A35RGUQZRI1Q3M,1487
4178,,[u'576'],,[None],1427999148954,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'505', u'504']","[[], []]","[u'nanfung', u'nadfung']",506,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'n', u'd']",[u'504'],[1],[u'nadfung'],1427999146412,190,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'place', u'voicing']",,A35RGUQZRI1Q3M,2542
4179,,[u'576'],,[None],1427999150598,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'535', u'534']","[[], []]","[u'fonfes', u'fobfes']",536,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'n', u'b']",[u'534'],[1],[u'fobfes'],1427999148962,191,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'place', u'voicing']",,A35RGUQZRI1Q3M,1636
4180,,[u'576'],,[None],1427999151685,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'495', u'496']","[[], []]","[u'budfil', u'bungfil']",497,[],"Which of these two words is more likely to be a word of the
language you just learned?",Test,1,"[u'd', u'ng']",[u'495'],[0],[u'budfil'],1427999150608,192,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,"[u'voicing', u'place']",,A35RGUQZRI1Q3M,1077
4181,,[u'578'],,,1427999153425,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,,,,577,[],"Now you will see a singular word and be asked
which of two words you think is more likely to be the plural for that word
in the language you learned.",,1,,,,,1427999151689,193,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,,A35RGUQZRI1Q3M,1736
4182,"[u'F', u'T']",[u'639'],pilot_nasal,[None],1427999157256,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'621', u'622']","[[], []]","[u'fadungfa', u'fadumfa']",623,[],Which of these words do you think is the correct plural for this word? <br><br>fadung,Catch,1,"[u'ng', u'ng']",[u'622'],[1],[u'fadumfa'],1427999153430,194,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,,A35RGUQZRI1Q3M,3826
4183,"[u'T', u'F']",[u'639'],pilot_nasal,[None],1427999160963,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'637', u'636']","[[], []]","[u'dobamfa', u'dobanfa']",638,[],Which of these words do you think is the correct plural for this word? <br><br>doban,Catch,1,"[u'n', u'n']",[u'637'],[0],[u'dobamfa'],1427999157265,195,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,,A35RGUQZRI1Q3M,3698
4184,"[u'F', u'T']",[u'639'],pilot_nasal,[None],1427999162600,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'630', u'631']","[[], []]","[u'ninganfa', u'ningamfa']",632,[],Which of these words do you think is the correct plural for this word? <br><br>ningan,Catch,1,"[u'n', u'n']",[u'631'],[1],[u'ningamfa'],1427999160974,196,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,,A35RGUQZRI1Q3M,1626
4185,"[u'F', u'T']",[u'639'],pilot_voice,[None],1427999164592,1.0,3JU8CV4BRLCHLQQ5W5Z1N3K6SNHOPS,1,,"[u'588', u'589']","[[], []]","[u'tetubfa', u'tetupfa']",590,[],Which of these words do you think is the correct plural for this word? <br><br>tetub,Catch,1,"[u'b', u'b']",[u'589'],[1],[u'tetupfa'],1427999162609,197,A35RGUQZRI1Q3M:3RRCEFRB7MCD0ND7KI7T355V847B4Y,0,,,A35RGUQZRI1Q3M,1983
